WSR_AV	T_PK	RH50	HT50	V70	CLASS
1.8	31.4	0.08	5825	-5.04	0
3.5	31.3	0.08	5875	3.29	0
4.5	31.6	0.02	5870	8.75	0
3.2	32.6	0.03	5870	10.34	0
1.7	30.8	0.25	5875	4.32	0
1.4	32.3	0.04	5875	-2.28	0
1.6	32.7	0.06	5880	-2.29	0
2.1	31.7	0.06	5895	-0.17	0
2	30.9	0.02	5900	4.55	0
1.8	31.7	0.02	5915	1.7	0
2.1	28.6	0.29	5875	-0.48	0
2	26.7	0.72	5855	3.95	0
2.2	28.3	0.45	5850	-2.91	0
1.9	28.8	0.03	5880	-0.11	0
2.5	28.7	0.02	5880	1.71	0
2.3	28.3	0.37	5880	5.64	0
2.8	29.8	0.59	5875	7.55	0
2.5	29.2	0.22	5790	2.33	0
1.9	30.7	0.02	5910	-0.28	0
2.2	31.7	0.18	5890	2.02	0
3	31.3	0.29	5870	6.39	0
2.8	32.6	0.4	5860	3.21	0
3.3	32.3	0.29	5920	4.12	0
2.8	32.7	0.2	5915	4.79	0
2.4	33.7	0.2	5900	3.89	0
2.5	33.6	0.03	5900	-0.03	0
2.4	32.6	0.06	5895	-0.13	0
1.8	33.1	0.68	5885	2.98	0
1.6	32.6	0.49	5885	-1.7	0
1.9	34.1	0.72	5880	-1.14	0
2.6	32.8	0.58	5885	-1.59	0
2.7	33.6	0.58	5885	-0.65	0
2.5	33.6	0.61	5890	-0.38	0
2.3	32.3	0.27	5900	2.06	0
1.5	33.4	0.02	5895	0.11	1
1.4	35.2	0.14	5905	-0.9	1
1.5	35.3	0.22	5920	2.51	1
1.9	34.3	0.36	5925	2.03	0
2.3	34.4	0.18	5925	3.97	0
2.5	35.7	0.31	5930	1.57	0
2.6	37.1	0.18	5925	-0.55	0
2.3	37.3	0.26	5920	-2.55	0
2.2	37.7	0.46	5915	-3.48	0
2.2	38.4	0.12	5905	-8.45	0
2.1	37.8	0.06	5895	-2.86	0
2.5	37.5	0.67	5945	0.95	0
2.5	37.7	0.34	5930	0.62	0
2.3	36.1	0.43	5900	-0.47	0
2.2	35.6	0.2	5895	-3.83	0
1.8	34.2	0.03	5860	-7.8	1
1.6	34.1	0.02	5865	-3.82	1
1.5	34.2	0.16	5865	-1.81	0
2	33.7	0.14	5875	0.47	0
2.5	34.5	0.26	5875	2.11	0
2.2	33.6	0.33	5870	0.97	0
1.6	33.6	0.03	5865	-2.67	1
1.7	31.9	0.2	5885	0.68	0
2.3	33.9	0.19	5925	0.2	0
2.3	34.9	0.06	5920	-1.21	0
2.1	33.2	0.1	5925	0.41	0
1.6	32.9	0.35	5925	4.95	0
1.9	36.5	0.3	5915	-3.1	0
1.2	36	0.49	5895	-4.89	1
1.8	35.9	0.09	5890	-5.27	0
2.5	33.6	0.11	5900	-0.76	0
2	34.1	0.42	5930	3.57	0
1.5	36.4	0.34	5945	-1.54	0
2.4	36	0.31	5935	-2.92	1
1.5	35.9	0.08	5930	5.24	0
1.6	35.7	0.03	5930	1.03	1
1.7	35.9	0.18	5930	2.86	0
1.7	35.8	0.22	5920	1.23	1
1.5	31.4	0.65	5920	2.63	0
1.6	29.5	0.72	5920	-0.59	0
1.1	32.9	0.81	5925	0.38	0
1.5	33.8	0.54	5925	1.64	1
1.5	34.8	0.09	5900	0.86	0
1.8	34.4	0.06	5900	3.93	0
1.8	35.2	0.11	5910	4.88	0
1.3	36.8	0.21	5925	5.49	1
1.8	38.9	0.08	5915	0.35	0
1.9	40.4	0.26	5900	-6.55	1
2.5	40.1	0.78	5890	-8.23	0
1.7	38.9	0.72	5895	-4.18	0
2.2	39.6	0.1	5890	-10.29	0
2.1	41.6	0.1	5895	-12.52	0
1.6	40.3	0.21	5905	-13.32	0
3	29.7	0.72	5845	4.01	0
1.7	31.3	0.66	5865	7	0
1.8	31.7	0.19	5890	3.84	0
1.5	30.8	0.35	5880	0.85	0
2.1	33.2	0.78	5880	-5.1	0
2	31	0.03	5865	-8.37	0
1.5	30.6	0.04	5860	-6.68	0
1.1	31	0.04	5870	-4.33	1
1.5	31.8	0.07	5870	3.25	0
2.9	32.2	0.05	5875	10.05	0
2.2	29.4	0.79	5860	9.95	0
2.6	32.7	0.73	5855	7.87	0
3.1	33	0.32	5890	5.79	0
2.7	34.1	0.31	5905	4.14	0
4.4	21.5	0.22	5875	4.7	0
1.9	22.1	0.01	5870	-5.04	0
1.3	26.4	0.01	5900	-4	0
1.5	28.6	0.06	5890	-5.05	0
1.4	28.7	0.2	5845	-5.33	0
1.3	28.7	0.02	5845	-1.6	0
1.5	29.1	0.02	5860	-0.14	1
2.2	30.8	0.04	5865	-1.13	0
2.3	30.2	0.03	5890	-0.57	0
1.8	30.8	0.06	5890	-1.12	0
1.8	31.2	0.16	5895	5.63	0
2.9	28.7	0.66	5900	3.47	0
3.7	18.3	0.56	5890	-2.92	0
2	11.2	0.93	5825	-4.89	0
1.5	16.9	0.93	5795	2.33	0
2.1	24	0.08	5830	-2.21	0
2	26.2	0.02	5895	-3.82	0
2.1	27.6	0.15	5895	0.93	0
2.4	27.8	0.23	5870	3.64	0
2	29.8	0.29	5860	2.45	0
1.8	28.2	0.43	5845	-0.69	0
1.3	25.6	0.31	5850	-2.7	0
0.9	26.4	0.26	5825	-3.94	0
1.4	26.6	0.3	5810	-3.6	1
2.9	25.6	0.75	5840	-0.54	0
2.8	26.1	0.77	5845	9.21	0
3.2	27.9	0.62	5895	2.94	0
2.3	26.7	0.38	5915	1.33	0
2.5	26.3	0.14	5880	1.56	0
2.6	26.9	0.39	5830	3.29	0
2.2	27.6	0.14	5830	2.16	0
2.6	27.2	0.13	5870	0.92	0
2.6	26.1	0.1	5865	5.35	0
1.9	27.1	0.08	5865	1.59	0
2.6	27.7	0.03	5875	3.73	0
2.6	27.2	0.11	5860	11.09	0
1.7	27.7	0.46	5825	5.41	0
1.9	23.9	0.75	5840	7.66	0
1.5	25.1	0.46	5840	7.99	0
2.3	25.8	0.64	5810	0.87	0
3.1	19.2	0.07	5740	7.55	0
4.4	14.9	0.04	5770	17.72	0
1.3	17.4	0.06	5780	0	0
2.4	16.6	0.05	5810	1.49	0
3.5	24.2	0.27	5810	4.46	0
3.9	12.4	0.46	5780	6.99	0
1.8	14.3	0.37	5770	1.91	0
2.5	16.7	0.11	5795	-0.87	0
1.2	18.9	0.6	5775	10.37	0
3	11.9	0.89	5770	4.56	0
3.4	8.2	0.89	5785	9.4	0
2.1	12.9	0.69	5740	6.27	0
0.9	16	0.03	5745	-5.19	0
1.4	14.7	0.11	5775	-10.27	0
2.4	17.6	0.06	5815	-1.42	0
3.3	23	0.42	5785	2.6	0
5	20.8	0.62	5715	10.57	0
2.3	17.4	0.02	5675	2.84	0
1.3	21.8	0.05	5730	-4.78	0
2.4	22.9	0.09	5780	-1.27	0
1.9	19.9	0.14	5780	-3.91	0
2	16.7	0.1	5815	-2.37	0
2.2	20.1	0.09	5790	3.27	0
3.7	12.3	0.15	5765	-2.28	0
2.1	8.8	0.35	5750	-7	0
1.5	11.1	0.63	5750	-1.36	0
1.1	14.4	0.21	5765	-4.94	0
2.4	11.3	0.03	5745	3.52	0
1.3	13.9	0.11	5705	-2.08	0
1.1	19.6	0.03	5790	1.49	0
1.8	19.9	0.09	5785	-6.18	0
1.8	24.4	0.1	5785	6.24	0
3.6	25.3	0.17	5815	2.57	0
3.9	3.9	0.2	5800	0.02	0
2.1	11.3	0.1	5845	15.96	0
1.9	16.2	0.09	5850	5.54	0
6	18.8	0.05	5790	8.26	0
3.7	16.1	0.09	5785	-0.06	0
2.7	11.2	0.04	5625	-7.33	0
2.8	18.6	0.16	5705	-10.59	0
3.5	12.6	0.25	5690	6.07	0
2.3	10.4	0.2	5735	-1.69	0
3	12.8	0.09	5765	2.29	0
2.6	11.6	0.06	5785	-2.29	0
3.9	13.4	0.39	5765	-1.68	0
3.4	15.9	0.57	5745	4.97	0
4.4	4.8	0.17	5745	5.79	0
3.2	10.9	0.17	5695	-9.83	0
1.5	10.3	0.12	5640	-13.42	0
2.6	6.3	0.29	5620	-6.93	0
1.9	5.9	0.38	5730	-3.84	0
1.2	17.8	0.06	5745	-14.06	0
1.3	21.5	0.11	5775	-7.9	0
1.9	20.7	0.04	5780	-5.56	0
3	18.7	0.62	5720	1.53	0
2.6	14.1	0.18	5670	-0.58	0
1.2	15.8	0.03	5690	-9.61	0
3.5	8.9	0.48	5745	-0.13	0
2.8	10.7	0.48	5710	16.13	0
1.7	7.8	0.02	5770	-7.6	0
2.8	13.8	0.56	5795	3.85	0
1.7	20.2	0.04	5775	5.9	0
2	14.2	0.03	5780	6.11	0
2.9	11.4	0.38	5745	6.24	0
3.5	5.9	0.06	5740	8.97	0
4.4	9.7	0.95	5680	11.28	0
1.6	9.8	0.03	5605	-6.52	0
1.8	11	0.23	5695	-1.49	0
1.8	12.9	0.05	5755	-4.75	0
2.1	17.3	0.04	5770	-7.5	0
2	22.3	0.23	5780	3.4	0
3.4	21.9	0.45	5770	-0.23	0
3.8	21.1	0.34	5800	11.99	0
3.9	20.9	0.45	5790	18.59	0
2.9	22.8	0.04	5685	9.66	0
2.9	14.9	0.19	5720	7.63	0
1.9	12.4	0.6	5710	4.2	0
2.3	12	0.8	5720	1.07	0
1.2	14.9	0.81	5715	1.66	0
1.7	19.8	0.18	5710	0.54	0
1.5	19.2	0.03	5750	-14.97	0
2.7	22.8	0.05	5760	-0.51	0
2.9	21.3	0.04	5775	5.33	0
4.7	23.6	0.02	5795	11.86	0
4.3	21.6	0.36	5795	17.56	0
3.1	8.9	0.4	5795	7.2	0
2.4	8.5	0.71	5815	5.21	0
2.2	18.6	0.53	5830	6.36	0
2.4	24.3	0.33	5840	9.83	0
3.4	24.9	0.28	5850	3.38	0
3.4	24.6	0.03	5830	7.39	0
4.7	21.7	0.04	5790	14.23	0
2.3	15.3	0.39	5815	-4.74	0
2.7	19.3	0.27	5830	0.07	0
2.1	23.6	0.25	5840	1.65	0
2.1	23.8	0.74	5830	0.13	0
3.9	19.8	0.6	5765	5.02	0
4.6	25	0.67	5765	13.48	0
1.7	26.4	0.27	5780	12.26	0
2.4	20.7	0.27	5820	6.17	0
2.7	27.2	0.1	5825	7.3	0
2.5	11.3	0.12	5765	6.35	0
2.9	12.3	0.79	5690	12.57	0
1.8	20.2	0.08	5665	-11.9	0
1.2	18.6	0.1	5775	-10.13	0
1.5	21.1	0.05	5740	-2.91	1
2.3	26.4	0.87	5715	12.19	0
2.6	17.9	0.89	5740	-0.6	0
2.7	19.4	0.07	5680	1.42	0
2.5	17.6	0.18	5700	-2.47	0
3.4	14.7	0.31	5645	4.09	0
3.1	18	0.26	5545	-9.82	0
1	22.8	0.08	5695	-14.68	0
2.1	23.3	0.19	5750	-8.18	0
2.2	23.9	0.21	5750	-0.09	0
2.1	23.6	0.59	5735	-0.18	0
3	18.6	0.42	5715	-1.14	0
2	16.8	0.18	5710	-4.71	0
3.5	13	0.2	5710	-2.67	0
2.4	15.8	0.87	5695	3.49	0
1.4	17.2	0.21	5625	-1.63	0
0.7	23.2	0.58	5660	-0.39	0
2.2	24.1	0.04	5705	-6.83	0
3.4	24.8	0.03	5765	1.46	0
3.1	27	0.34	5810	9.93	0
3.4	27.9	0.15	5860	2.08	0
4.6	27.3	0.32	5885	2.61	0
3.6	27.2	0.3	5880	10.59	0
3.9	28.3	0.49	5870	3.76	0
3.6	28.6	0.23	5865	2.87	0
4.7	27.7	0.29	5850	4.82	0
2.9	25.8	0.18	5825	12.21	0
2.2	27.9	0.11	5835	6.97	0
2.1	29.3	0.27	5880	8.91	0
2.8	29	0.15	5885	5.52	0
2.3	30.3	0.38	5855	0.76	0
1.9	27.2	0.06	5815	-2.05	0
3	19.1	0.07	5795	-2.04	0
2.5	19.2	0.15	5775	-13.21	0
3.5	23.6	0.12	5805	-7.28	0
4.1	25.8	0.29	5850	0.1	0
4.2	28.1	0.34	5880	5.44	0
4.8	26.6	0.1	5895	12.21	0
3.1	28.5	0.15	5865	12.01	0
2.5	20.4	0.79	5825	0.6	0
1.5	24.9	0.48	5790	-4.75	0
1.9	25.3	0.13	5800	-3.99	0
1.5	25.2	0.06	5795	2.89	0
2.1	25.8	0.41	5785	1.03	0
2.3	25.7	0.58	5780	1.99	0
2.2	26.1	0.12	5810	0.63	0
2.6	26.3	0.19	5800	1.02	0
3.4	27.2	0.24	5765	-1.01	0
3.3	27.4	0.09	5800	-1.29	0
4	26.6	0.41	5835	2.51	0
3.2	26.4	0.72	5820	3.92	0
2.8	27.7	0.25	5795	5.56	0
1.9	27.4	0.47	5805	1.36	0
1.4	28.6	0.62	5805	-2.88	0
1.4	27.9	0.07	5805	-0.59	1
1.6	27.3	0.33	5790	1.92	0
1.6	27	0.22	5795	2.58	0
1.4	28.2	0.28	5800	-0.51	0
1.1	28.9	0.33	5825	-2.56	0
1.3	29.6	0.02	5855	0	1
2.2	29.2	0.02	5845	3.87	0
2.7	30.1	0.12	5820	1.4	0
3.1	29.1	0.15	5800	-3.63	0
2.8	30.1	0.05	5820	-6.88	0
1.9	30.8	0.2	5850	-3.85	0
3.2	31.6	0.09	5835	-1.68	0
3.3	31.3	0.07	5815	4.88	0
2.6	27.8	0.39	5810	2.46	0
2.1	30.8	0.11	5795	-7.04	0
2	31.3	0.11	5790	-4.3	0
2.2	29.3	0.35	5790	-1.61	0
1.5	29.9	0.1	5805	-2.9	0
3	30.3	0.15	5865	-5.2	0
3	31.4	0.14	5885	1.71	0
2	28.8	0.16	5855	5.16	0
1.2	31.8	0.51	5805	-2.28	0
2.6	33.4	0.14	5830	-3.61	0
3	32.4	0.07	5830	2.73	0
3.7	31.3	0.33	5830	10.69	0
3.5	27	0.66	5840	16.38	0
2.9	29.8	0.52	5830	14.15	0
3	27.8	0.53	5845	11.36	0
3.6	29.9	0.62	5835	11.43	0
3.3	24.8	0.77	5835	7.63	0
2	29.5	0.88	5830	5.98	0
0.9	32.3	0.04	5840	-5.84	0
2.1	32.7	0.11	5845	-1.03	0
3.4	31.7	0.09	5840	3.89	0
4	32.2	0.04	5850	7.9	0
2.1	30.6	0.45	5865	9.71	1
1.1	31.9	0.07	5900	-4.24	1
1.3	31.6	0.04	5905	-7.12	0
1.6	31.7	0.04	5900	-0.04	0
1.2	31.6	0.05	5880	3.49	1
1.1	30.8	0.28	5885	0.03	0
1.6	32	0.28	5885	0.14	0
2.1	31.4	0.23	5860	0.42	0
1.3	30.6	0.06	5855	-6.82	0
1.7	30.7	0.1	5875	-5.72	0
1.9	31.2	0.09	5880	-0.04	0
1.3	31.9	0.29	5880	1.06	0
1.6	32.3	0.44	5885	-1.03	0
1.6	32.7	0.67	5885	-1.81	0
1.7	30.6	0.45	5870	0.09	0
2	31.7	0.65	5850	3.35	0
2	27.9	0.22	5855	1	0
1.4	30.8	0.39	5865	0.22	0
1.4	30.9	0.91	5895	-0.35	0
1.1	31.4	0.75	5915	-0.67	0
1.6	33.7	0.82	5915	-1.32	0
1.4	32.5	0.4	5915	0.48	0
1.5	33.3	0.03	5935	3.42	0
1.8	34.1	0.21	5920	-1.65	0
1.9	34.1	0.15	5910	-1.04	0
1.8	34.1	0.38	5900	-1.36	0
2.1	34.4	0.57	5900	-1.88	0
2.4	34.8	0.32	5915	-3.2	0
1.5	32.6	0.61	5910	-9.98	0
1.6	32.9	0.47	5895	-7.95	0
1.4	33.4	0.23	5895	-3.49	1
1.6	32.2	0.31	5920	-2.21	0
1.4	32.4	0.5	5910	-5.37	0
1.1	31.7	0.22	5910	0.43	0
1.7	32.9	0.25	5915	0	0
1.8	35.5	0.47	5915	-2.28	0
1.7	34.9	0.43	5895	-3.55	0
1.7	34.6	0.42	5885	-6.26	0
1.6	34.1	0.18	5885	-1.9	0
1.7	32.5	0.36	5875	1.5	0
1.5	27.9	0.92	5905	0.18	0
1.6	31.6	0.73	5930	4.45	0
1.9	31.9	0.59	5935	0.46	0
2.4	33.5	0.61	5930	1.52	0
2.1	33.3	0.15	5935	2.02	0
1.3	33.4	0.5	5945	-3.31	0
2.5	33.1	0.04	5930	-3.57	0
1.9	33.6	0.09	5920	-0.98	0
1.5	34	0.12	5900	-4.62	0
1.7	36.5	0.54	5890	-6.3	0
1.7	34.2	0.35	5885	-5.09	0
1.5	31.1	0.64	5910	2.54	0
2.1	33.1	0.94	5935	3.73	0
2.5	34.6	0.44	5915	-3.21	0
2.3	34.3	0.41	5910	-0.64	0
2.1	34.2	0.15	5935	0	0
2	31.1	0.37	5900	-2.58	0
1.6	35	0.46	5880	0.18	0
2.2	33.5	0.1	5910	0	0
1.5	33.3	0.09	5925	1.28	1
1.5	33.6	0.03	5915	1.12	0
1.2	31.8	0.17	5905	1.71	0
1.4	30.7	0.56	5890	1.42	0
1.7	25.4	0.86	5870	1.98	0
1.4	24.6	1	5865	14.51	0
2.7	32.7	0.27	5880	5.84	0
2.2	27.6	0.45	5865	4.86	0
1.6	32.4	0.15	5885	-3.79	0
1.6	31.9	0.03	5870	-6.93	0
0.8	31.3	0.06	5875	-4.91	0
1.1	30.4	0.56	5865	-0.01	1
1.9	31.1	0.62	5870	-0.79	0
2	31.8	0.56	5865	2.94	0
1.4	33.5	0.48	5860	1.53	0
1.5	33.8	0.04	5885	-6.32	0
1.5	31.9	0.05	5875	-1.73	0
1.2	29.3	0.6	5860	4.2	0
1.1	26.1	0.83	5835	1.28	0
1.5	23.8	0.12	5845	-1.87	0
1.1	25.3	0.13	5850	-2.95	0
1.4	26.2	0.04	5820	-6.06	0
2	26.6	0.08	5775	-8.75	0
1.5	24.3	0.06	5795	-5.34	0
0.9	25.8	0.04	5830	-9.98	0
1.2	26.6	0.03	5830	-1.44	1
1.9	27.1	0.27	5840	3.81	0
1.8	24.8	0.49	5835	0.67	0
1.6	26.8	0.81	5840	4.01	0
1.9	25.8	0.08	5875	-2.39	0
2.7	27.6	0.02	5885	1.15	0
2.5	30.4	0.51	5880	1.48	0
1.6	25.6	0.56	5865	8.46	0
2.3	27.1	0.23	5820	5.56	0
3	26.1	0.25	5765	19.3	0
1.2	25.6	0.04	5720	-3.33	0
1.3	26.6	0.08	5845	-1.41	0
3.2	19.4	0.07	5860	-3.8	0
1.3	19.8	0.08	5855	-7.45	0
1.6	23.2	0.05	5855	-6.35	0
1.6	25.6	0.09	5840	-1.28	0
1.5	25.2	0.15	5835	-1.94	0
1.9	26.8	0.14	5845	3.52	0
2.5	28.3	0.15	5860	3.65	0
2.7	29.7	0.04	5835	3.64	0
3.1	30.8	0.09	5810	4.14	0
2.7	24.6	0.03	5845	1.72	0
1.9	23.4	0.09	5875	-7.66	0
1.4	22.9	0.17	5860	-9.84	0
1.8	19.2	0.12	5840	-7.74	0
1.5	21.8	0.13	5860	-4.46	0
1.3	22.8	0.1	5865	-2.8	0
2	25.3	0.15	5850	-0.27	0
2.9	27.2	0.35	5855	4.98	0
2	27.6	0.24	5850	6.94	0
1.7	27.7	0.27	5855	2.95	0
1.7	26.4	0.19	5835	-0.73	0
1.5	25.2	0.22	5805	-10.17	0
1.1	24.8	0.04	5815	-2.68	0
1.1	24.3	0.12	5835	4.52	0
0.9	26.1	0.18	5820	0.73	0
1	23.4	0.24	5830	-5.79	0
0.6	24.1	0.07	5785	-6.81	0
1.1	23.8	0.05	5800	-5.71	0
1.8	24.1	0.3	5770	-1.75	0
2.9	24.7	0.13	5770	1.01	0
3.9	24.2	0.17	5770	1.72	0
2.5	22.3	0.19	5805	-0.66	0
1.4	23.6	0.24	5840	0.38	0
1.3	24.8	0.55	5835	-0.81	0
2.5	24	0.23	5815	1.19	0
1.7	21.8	0.55	5715	4.52	0
3.3	27.2	0.3	5705	6.31	0
2.3	23.5	0.26	5730	13.54	0
1.7	23.7	0.09	5790	6.95	0
2.8	27.6	0.07	5815	11.8	0
3.9	24.6	0.15	5780	11.97	0
4.1	7.3	0.57	5765	16.93	0
1.3	17.8	0.15	5775	2.57	0
1.2	19.2	0.16	5830	7.3	0
1.5	14.3	0.62	5825	-0.66	0
2.7	24.3	0.18	5855	4.63	0
2.4	26.4	0.25	5880	8.18	0
1.4	26	0.11	5885	0.96	0
1.9	25.6	0.05	5845	3.99	0
3.3	20.1	0.72	5795	3.15	0
2.5	13.7	0.68	5745	4.88	0
1.3	15.6	0.4	5705	7.94	0
2.2	21.5	0.36	5775	1.47	0
3	24.2	0.65	5795	13.95	0
2.8	20.1	0.97	5785	8.84	0
0.8	16.7	0.08	5745	14.59	0
3.4	21.4	0.02	5795	9.18	0
4	24.6	0.52	5840	16.47	0
3.3	17.8	0.12	5795	18.01	0
1.1	18.4	0.06	5775	-7.39	0
0.9	16.2	0.04	5775	-9.46	0
1.8	18.6	0.03	5810	-0.43	0
1.9	22.8	0.2	5775	7.34	0
2.5	11.3	0.12	5645	4.72	0
1.2	20.7	0.43	5600	2.91	0
1.7	18.7	0.17	5695	1.61	0
2.7	10.4	0.33	5720	-4.23	0
3.1	7.3	0.88	5680	-1.01	0
3.2	6.6	0.49	5660	5.73	0
3.3	6.5	0.47	5605	1.69	0
2.9	11.1	0.2	5700	-10.8	0
3.8	14.2	0.6	5710	6.43	0
2.9	15.7	0.38	5590	-9.33	0
2.2	13.4	0.11	5625	-21.11	0
1.8	18.2	0.17	5690	-13.13	0
3.1	22.7	0.24	5780	-6.9	0
2.5	23.7	0.11	5815	2.19	0
2.8	17.6	0.28	5765	3.88	0
2.8	19.3	0.66	5720	-0.23	0
1.8	18.7	0.05	5705	-5.3	0
2	20.3	0.24	5695	5.69	0
1.9	16.1	0.14	5745	-4.51	0
2.2	22.1	0.09	5815	7.02	0
2	23.6	0.28	5815	3.23	0
2.6	15.8	0.3	5815	2	0
3.3	20.7	0.39	5790	6.52	0
1.8	20.1	0.33	5765	6.53	0
2.5	24.6	0.4	5805	7.55	0
3.8	24.6	0.31	5820	15.93	0
4.3	22.6	0.08	5800	15.72	0
3.2	15.2	0.57	5770	4.87	0
1.1	15.5	0.36	5795	5.05	0
1	21.8	0.37	5810	5.67	0
2.3	26.1	0.08	5830	1.17	0
3.6	26.1	0.09	5855	3.79	0
4.8	25.8	0.15	5855	11.32	0
4.9	24.8	0.06	5820	13.15	0
3.6	8.2	0.58	5810	8.81	0
1.7	12.8	0.74	5815	2.49	0
1.2	15.9	0.39	5830	2.2	0
2.7	12.7	0.81	5805	0.58	0
3.4	9.5	0.95	5785	8.75	0
3.1	6.1	0.97	5735	7.34	0
2	12.9	0.41	5660	6.35	0
1.4	15.5	0.07	5710	-3.69	0
2.8	23	0.04	5720	-0.63	0
4.9	15.4	0.08	5730	7.76	0
1.8	12.2	0.38	5735	3.16	0
1	15.9	0.05	5765	-0.04	0
1.5	19.5	0.75	5745	1.99	0
2.2	17.4	0.11	5755	-4.24	0
2.4	21.7	0.2	5755	-0.8	0
3.6	22.7	0.49	5775	12.22	0
2.3	25.3	0.07	5700	-3.03	0
3.2	17.5	0.47	5640	1.48	0
1.6	20.2	0.34	5630	-11.01	0
3.1	23.8	0.11	5800	3.97	0
2.9	11.7	0.22	5660	-6.43	0
3.6	14.9	0.66	5680	9.9	0
5.2	14.3	0.35	5680	5.22	0
4.9	6.2	0.49	5680	3.69	0
2.4	15.2	0.03	5720	-2.7	0
3.1	22.8	0.06	5720	5.48	0
3.3	23.1	0.16	5735	-0.43	0
4.6	24.2	0.18	5775	4.92	0
4.3	21.5	0.19	5805	12.92	0
3.1	15.7	0.05	5840	-3.78	0
3.2	21.7	0.6	5805	1.91	0
3.9	21.4	0.56	5685	9.78	0
2.8	23.1	0.19	5755	-10.52	0
4	24.9	0.3	5800	2.52	0
3.4	25.9	0.29	5780	11.46	0
2.1	23.4	0.5	5810	6.97	0
2.9	27.2	0.25	5845	11.24	0
3.9	26.4	0.16	5855	13.07	0
4.2	26	0.1	5840	13.3	0
3.8	22.5	0.14	5795	15.18	0
2.9	19	0.04	5775	-2.37	0
3.3	22.3	0.03	5765	5.32	0
3.5	19.1	0.3	5775	6.36	0
2	21.1	0.12	5810	-2.51	0
2.4	25.9	0.19	5805	0.34	0
3.4	29.4	0.88	5790	10.45	0
3.4	21.4	0.54	5720	12.88	0
2.3	22.3	0.02	5780	-6.9	0
1.9	26.3	0.06	5775	0.32	0
2.8	19.2	0.41	5810	-1.07	0
2.5	21.4	0.4	5815	-3.52	0
3.8	20.7	0.45	5810	-3.15	0
4.5	23.3	0.53	5785	3.08	0
2.8	21	0.69	5755	22.15	0
2	25.3	0.04	5770	3.7	0
1.6	25.3	0.03	5820	-1.8	0
1.6	25.9	0.41	5800	1.76	0
1.7	26.8	0.51	5795	-3.24	0
2	26.7	0.29	5795	-7.88	0
2.1	27.4	0.16	5805	-5.48	0
3.1	27.4	0.24	5795	1.17	0
3.9	26.6	0.6	5830	6.04	0
3.4	28.1	0.7	5850	0.47	0
3	28.3	0.09	5875	2.87	0
3.4	28.3	0.45	5895	2.48	0
3	29.6	0.19	5885	4.42	0
1.4	29.4	0.32	5880	2.06	0
2.5	30.4	0.73	5865	0.98	0
2.9	28.3	0.55	5870	3.23	0
4.2	29.8	0.57	5875	8.66	0
2.4	31.7	0.47	5875	7.31	0
2.4	32.6	0.16	5895	-3.21	0
3.3	30.9	0.47	5885	-3.12	0
4	31.5	0.59	5870	3.76	0
3.2	31.8	0.8	5865	10.64	0
2.3	31.4	0.84	5870	11.99	0
2	30.2	0.16	5890	5.98	0
3.2	30.4	0.47	5910	3.06	0
3.5	30.9	0.27	5915	11.06	0
4	30.9	0.03	5905	6.68	0
4.5	31.2	0.05	5890	7.03	0
3	30.8	0.26	5875	4.45	0
3.3	30.8	0.13	5885	1.95	0
4.3	30.9	0.05	5890	6.81	0
4.2	31.3	0.09	5910	12.48	0
3.2	26.1	0.22	5895	6.55	0
2.1	24.8	0.07	5850	-6.11	0
3	27.1	0.28	5835	-0.66	0
3.6	30.8	0.54	5850	2.75	0
2.8	22.3	0.48	5795	-2.32	0
2.3	23.8	0.12	5805	-9.83	0
2.3	24.3	0.28	5825	-8.15	0
2.7	25.6	0.07	5825	-2.8	0
3.2	26.1	0.19	5830	-2.57	0
3.7	26.8	0.11	5850	0.14	0
2.4	28.1	0.08	5840	7.68	0
1.5	30.2	0.16	5815	4.52	0
2	30.2	0.06	5820	-5.09	0
2.4	29.6	0.12	5825	-3.23	0
2.3	29	0.54	5820	-0.19	0
1.2	26.8	0.39	5795	-3.78	0
2	30.1	0.41	5815	-0.27	0
2.3	30.1	0.15	5850	2.56	0
2.7	30.7	0.1	5855	5.83	0
2.7	31.8	0.16	5850	6.7	0
1.6	32.5	0.19	5850	0.98	0
1.4	32.9	0.25	5855	-0.76	0
1.9	32.4	0.38	5870	-2.66	0
2.2	31.8	0.67	5880	1.66	0
2.8	31.7	0.52	5885	4.24	0
3	32.4	0.62	5875	1.45	0
2.5	31.8	0.83	5870	1.28	0
1.9	31.7	0.19	5865	-1.81	0
1.9	31.8	0.13	5875	-1.3	0
2.4	34.3	0.31	5860	-5.54	0
1.6	33.3	0.08	5850	-12.55	0
2	31.5	0.1	5815	-5.05	0
1.6	28.9	0.2	5895	2.24	0
1.7	31.8	0.32	5910	-2.44	0
1.6	32.2	0.1	5890	-9.78	0
1.6	30.9	0.37	5835	-3.38	0
1	27.7	0.32	5815	-2.2	0
1.4	27.2	0.65	5835	2.29	0
1.7	28.7	0.73	5850	2.36	0
2	30.2	0.85	5845	9.23	0
1.5	25.6	0.9	5855	7.97	0
1.8	26	0.77	5880	10.28	0
2.6	29.6	0.91	5915	8.64	0
1.7	23	0.34	5775	4.72	0
1.6	22.1	0.55	5705	2.05	0
1.7	24.9	0.7	5655	-1.93	1
2	20.2	0.09	5645	2.67	0
1.1	17.4	0.15	5695	1.47	0
1.2	21.9	0.49	5675	-3.42	0
2.3	23.8	0.04	5750	-4.54	0
